category,title_ar,title_en,slug,active_period,school
branches,العلاج المستنير بعلم الأعصاب الوجداني,Affective Neuroscience-informed Psychotherapy,br-affective-neuroscience-informed,1998,العصبي الحديث والعلاقاتي
branches,علم النفس الإفريقي المتمركز (نوبلز وأكبر),African-Centered Psychology,br-african-centered-psychology,1976,الإنسانية
branches,علاج العدوان,Aggression Treatment / Aggression Management,br-aggression-treatment,1975,علم النفس الشرعي/الجنائي
branches,العلاج بمساعدة الذكاء الاصطناعي / العلاج بالدردشة الآلية,AI-Assisted Therapy / Chatbot Therapy,br-ai-chatbot-therapy,2016,التكنولوجيا والعلاج الرقمي
branches,علم النفس الألكيميائي (هيلمان),Alchemical Psychology (Hillman),br-alchemical-psychology,1980,الإنسانية
branches,التيار المضاد للطب النفسي,Anti-psychiatry current,br-antipsychiatry,1960,المدرسة الوجودية ← التيارات ← التيار المضاد للطب النفسي
branches,علم النفس الأركيتايبي,Archetypal Psychology,br-archetypal,1970,التحليل النفسي
branches,علم النفس البيودينامي والتدليك الحركي (بويسن),Biodynamic Psychology and Psychotherapy (Boyesen),br-biodynamic-psychology,1969,الإنسانية
branches,التحليل الطاقي الحيوي (لوين),Bioenergetic Analysis (Lowen),br-bioenergetic-analysis,1956,الإنسانية
branches,مدرسة بيون في التحليل النفسي,Bionian Psychoanalysis,br-bionian,1950,التحليل النفسي
branches,التحليل البودينامي وتطور العضلات,Bodynamic Analysis,br-bodynamic-analysis,1978,الإنسانية
branches,العلاج القصير الاستراتيجي,Brief Strategic Therapy (BST),br-brief-strategic-therapy,1960,العلاج القصير كعائلة مستقلة
branches,مدرسة بودابست وبرلين التحليلية التاريخية,Budapest and Berlin Psychoanalytic Traditions,br-budapest-berlin,1913-1933,التحليل النفسي
branches,إدارة الحالات,Case Management,br-case-management,1960,الدعم والتأهيل النفسي-الاجتماعي
branches,العلاج الجنسي المعرفي السلوكي,Cognitive-Behavioral Sex Therapy (CBST),br-cb-sex-therapy,1985,الجنس والهوية
branches,التحليل النفسي للأطفال,Child Psychoanalysis,br-child-psychoanalysis,1920,التحليل النفسي
branches,السلوكية الكلاسيكية,Classical Behaviorism,br-classical-behaviorism,1913,المعرفية السلوكية
branches,التحليل النفسي الفرويدي الكلاسيكي,Classical Freudian Psychoanalysis,br-classical-psychoanalysis,1895,التحليل النفسي
branches,التنويم العلاجي السريري,Clinical Hypnotherapy,br-clinical-hypnotherapy,1955,التنويم والهيبنوثيرابي
branches,العلاج المعرفي البنائي,Constructivist Cognitive Therapy,br-constructivist-cognitive,1980,المعرفية السلوكية
branches,نظرية السيطرة والإتقان,Control-Mastery Theory,br-control-mastery,1972,التحليل النفسي
branches,العلاج بالتحويل (Reparative Therapy),Conversion Therapy (Reparative Therapy),br-conversion-therapy,1973,حركات مثيرة للجدل
branches,العلاج النقدي-التحرري,Critical-Liberation Therapy / Liberation Psychology,br-critical-liberation-therapy,1970,العدالة والمجتمع
branches,التحليل النفسي النقدي (النسوي والكويري وما بعد الكولونيالي),"Critical, Feminist, and Postcolonial Psychoanalysis",br-critical-psychoanalysis,1974,التحليل النفسي
branches,الشفاء الشعبي (Curanderismo),Curanderismo (Folk Healing),br-curanderismo,1500,أطر غير غربية
branches,الديناميات النفسية الدائرية,Cyclical Psychodynamics,br-cyclical-psychodynamics,1977,التحليل النفسي
branches,العلاج النفسي النمائي الثنائي (DDP),Dyadic Developmental Psychotherapy (DDP),br-ddp,1989,علاج الأطفال والوالدين
branches,نزع استعمار العلاج النفسي (دوران ويلو بيرد),Decolonizing Psychotherapy,br-decolonizing-therapy,1995,الإنسانية
branches,العلاجات الرقمية,Digital Therapeutics (DTx),br-digital-therapeutics,2010,التكنولوجيا والعلاج الرقمي
branches,الإرشاد التمييزي (Discernment Counseling),Discernment Counseling,br-discernment-counseling,2006,مدارس نادرة/متفرقة
branches,علم النفس الخطابي (بوتر وويذرل),Discursive Psychology,br-discursive-psychology,1987,الإنسانية
branches,العلاج الديناميكي للأزواج والأسرة,Dynamic Couples and Family Therapy,br-dynamic-couples-family-therapy,1960,مدارس نادرة/متفرقة
branches,علم نفس الأنا,Ego Psychology,br-ego-psychology,1937,التحليل النفسي
branches,مقاربات الإدراك المتجسد,Embodied Cognition Approaches (4E Cognition),br-embodied-cognition-therapy,1991,العصبي الحديث والعلاقاتي
branches,العلاج العلائقي المجسد (ERT),Embodied-Relational Therapy (ERT),br-embodied-relational-therapy,1990,الإنسانية
branches,الإنساني-الوجودي الأمريكي (شنايدر، كريك),"American Existential-Humanistic (Schneider, Craig)",br-existential-humanistic-american,1985,الإنسانية
branches,الفنون التعبيرية التعددية (Intermodal Expressive Arts),Intermodal Expressive Arts Therapy,br-expressive-arts-therapy,1974,العلاج الجماعي/التعبيري/الفني
branches,علاج الأسر الرملية,Family Sandplay Therapy,br-family-sandplay,1980,مدارس نادرة/متفرقة
branches,العلاج النفسي النسوي — الإنسانية وما بعدها,Feminist Therapy (Humanistic and Post-Humanistic),br-feminist-therapy,1970,الإنسانية
branches,العلاج الأسري الوظيفي (FFT),Functional Family Therapy (FFT),br-fft,1970,علاج الأطفال والوالدين
branches,مدرسة التحليل النفسي الفرنسية,French Psychoanalytic Tradition,br-french-psychoanalysis,1950,التحليل النفسي
branches,السياقية الوظيفية ونظرية إطار العلاقات (RFT),Functional Contextualism and Relational Frame Theory (RFT),br-functional-contextualism-rft,1986,القبول والالتزام
branches,نظرية الأنساق العامة والسيبرنطيقا,General Systems Theory and Cybernetics,br-general-systems-cybernetics,1948,النَّسَقية والأسرية
branches,علم النفس الجشطالتي (مدرسة برلين),Berlin Gestalt Psychology,br-gestalt-berlin,1912-1935,الإنسانية
branches,العلاج النفسي الجشطالتي النظري (GTP),Gestalt Theoretical Psychotherapy (GTP),br-gestalt-theoretical-psychotherapy,1978,الإنسانية
branches,علاج الجشطالت,Gestalt Therapy,br-gestalt-therapy,1951,الإنسانية
branches,علاج الواقع ونظرية الاختيار (غلاسر),Reality Therapy & Choice Theory (Glasser),br-glasser-reality-therapy,1965,الإنسانية
branches,التحليل النفسي الجماعي وتحليل المجموعات,Group Psychoanalysis and Group Analysis,br-group-psychoanalysis,1940,التحليل النفسي
branches,السلوكية الهالية ونظرية خفض الدافع,Hullian Behaviorism and Drive-Reduction Theory,br-hullian-behaviorism,1943-1965,المعرفية السلوكية
branches,العلاج النفسي التكاملي للجسد (IBP),Integrative Body Psychotherapy (IBP),br-ibp,1973,الإنسانية
branches,مدرسة الإندبندنتس / الوسط البريطانية,British Independent / Middle Group,br-independents,1945,التحليل النفسي
branches,التحليل النفسي التكاملي,Integrative Psychoanalysis,br-integrative-psychoanalysis,1980,التحليل النفسي
branches,علم الأحياء العصبي البيني-الشخصي (IPNB),Interpersonal Neurobiology (IPNB),br-interpersonal-neurobiology,1999,النَّسَقية والأسرية
branches,علم النفس النسوي التقاطعي,Intersectional Feminist Psychology,br-intersectional-feminist,1989,العدالة والمجتمع
branches,النظرية البين-ذاتية في التحليل النفسي,Intersubjective Psychoanalysis,br-intersubjective-psychoanalysis,1978,التحليل النفسي
branches,علم النفس الإيجابي الإسلامي,Islamic Positive Psychology,br-islamic-positive-psychology,1990,الإيجابية (Positive)
branches,التحليلية اليونغية,Jungian Analytical Psychology,br-jungian,1913,التحليل النفسي
branches,المدرسة الكلاينية,Kleinian Psychoanalysis,br-kleinian,1926,التحليل النفسي
branches,التحليل النفسي اللاكاني وما بعد لاكان,Lacanian and Post-Lacanian Psychoanalysis,br-lacanian,1953,التحليل النفسي
branches,الإرشاد الخاص بالأقليات الجنسية والجندرية (LGBTQ+ Counseling),LGBTQ+ Affirmative Counseling,br-lgbtq-counseling,1973,الجنس والهوية
branches,علم نفس التحرير (مارتين-بارو),Liberation Psychology (Martín-Baró),br-liberation-psychology,1986,الإنسانية
branches,النموذج الطبي للإدمان مقابل نموذج المرض المزمن,Medical Model vs Chronic Disease Model of Addiction,br-medical-model-addiction,1784,مدارس نادرة/متفرقة
branches,العلاج المخصّص بالتعلّم الآلي,ML-Personalized Therapy,br-ml-personalized-therapy,2015,التكنولوجيا والعلاج الرقمي
branches,نظرية الصراع الحديثة — التحليل النفسي,Modern Conflict Theory (Psychoanalysis),br-modern-conflict,1976,التحليل النفسي
branches,العلاج متعدد الأنظمة (MST),Multisystemic Therapy (MST),br-mst,1975,علاج الأطفال والوالدين
branches,الفرويدية الجديدة والتحليل البيني-الشخصي,Neo-Freudian and Interpersonal Psychoanalysis,br-neo-freudian,1935,التحليل النفسي
branches,السلوكية الجديدة (النيوسلوكية),Neobehaviorism,br-neobehaviorism,1930-1970,المعرفية السلوكية
branches,الإرشاد التأكيدي للتنوّع العصبي,Neurodiversity-Affirming Counseling,br-neurodiversity-affirming,2015,الجنس والهوية
branches,التحليل النفسي العصبي,Neuropsychoanalysis,br-neuropsychoanalysis,1999,التحليل النفسي
branches,البرمجة اللغوية العصبية (NLP),Neuro-Linguistic Programming,br-nlp-systemic,1976,التنويم والهيبنوثيرابي
